,SEARCHVAL,BLK_NO,ROAD_NAME,BUILDING,ADDRESS,POSTAL,X,Y,LATITUDE,LONGITUDE,LONGTITUDE,address
0,MARKET & HAWKER CENTRE (BLK 724 ANG MO KIO AVE 6),724,ANG MO KIO AVENUE 6,MARKET & HAWKER CENTRE (BLK 724 ANG MO KIO AVE 6),724 ANG MO KIO AVENUE 6 MARKET & HAWKER CENTRE (BLK 724 ANG MO KIO AVE 6) SINGAPORE 560724,560724,29468.07854502,39353.3925121035,1.37217258545171,103.846510310202,103.846510310202,Blk 724 Ang Mo Kio Ave 6
0,PASIR PANJANG FOOD CENTRE,121,PASIR PANJANG ROAD,PASIR PANJANG FOOD CENTRE,121 PASIR PANJANG ROAD PASIR PANJANG FOOD CENTRE SINGAPORE 118543,118543,23336.0079675978,28710.0854800716,1.27591797439292,103.791410908656,103.791410908656,Pasir Panjang Food Centre
0,ALEXANDRA VILLAGE FOOD CENTRE,120,BUKIT MERAH LANE 1,ALEXANDRA VILLAGE FOOD CENTRE,120 BUKIT MERAH LANE 1 ALEXANDRA VILLAGE FOOD CENTRE SINGAPORE 150120,150120,24791.9139356269,29858.7134501822,1.28630594274136,103.804492637648,103.804492637648,Alexandra Village Food Centre
0,MARKET & HAWKER CENTRE (BLK 115 BUKIT MERAH VIEW),115,BUKIT MERAH VIEW,MARKET & HAWKER CENTRE (BLK 115 BUKIT MERAH VIEW),115 BUKIT MERAH VIEW MARKET & HAWKER CENTRE (BLK 115 BUKIT MERAH VIEW) SINGAPORE 151115,151115,26720.6663755551,29770.0739020091,1.28550445567433,103.821823256087,103.821823256087,Blk 115 Bukit Merah View
0,DUNMAN FOOD CENTRE,271,ONAN ROAD,DUNMAN FOOD CENTRE,271 ONAN ROAD DUNMAN FOOD CENTRE SINGAPORE 424768,424768,35624.1690376205,32414.3991606534,1.30941788760759,103.901825408227,103.901825408227,Dunman Food Centre
0,SEMBAWANG HILLS FOOD CENTRE,590,UPPER THOMSON ROAD,SEMBAWANG HILLS FOOD CENTRE,590 UPPER THOMSON ROAD SEMBAWANG HILLS FOOD CENTRE SINGAPORE 574419,574419,27521.4142992953,39369.6331922505,1.37231949296183,103.829018145089,103.829018145089,Sembawang Hill Food Centre
0,MARKET & HAWKER CENTRE (BLK 11 TELOK BLANGAH CRESCENT),11,TELOK BLANGAH CRESCENT,MARKET & HAWKER CENTRE (BLK 11 TELOK BLANGAH CRESCENT),11 TELOK BLANGAH CRESCENT MARKET & HAWKER CENTRE (BLK 11 TELOK BLANGAH CRESCENT) SINGAPORE 090011,090011,26367.6739153955,28870.403094504,1.27736813225761,103.818651524334,103.818651524334,Blk 11 Telok Blangah Crescent
0,MARKET & HAWKER CENTRE (BLKS 13/14 HAIG ROAD),13,HAIG ROAD,MARKET & HAWKER CENTRE (BLKS 13/14 HAIG ROAD),13 HAIG ROAD MARKET & HAWKER CENTRE (BLKS 13/14 HAIG ROAD) SINGAPORE 430013,430013,34932.3854920464,33047.3299110997,1.31514204972284,103.895609544204,103.895609544204,Blks 13/14 Haig Road
0,MARKET & HAWKER CENTRE (BLK 210 TOA PAYOH LORONG 8),210,LORONG 8 TOA PAYOH,MARKET & HAWKER CENTRE (BLK 210 TOA PAYOH LORONG 8),210 LORONG 8 TOA PAYOH MARKET & HAWKER CENTRE (BLK 210 TOA PAYOH LORONG 8) SINGAPORE 310210,310210,30345.6633798974,35824.7833570838,1.3402610461881,103.854395758866,103.854395758866,Blk 210 Toa Payoh Lorong 8
1,BLK 210 LORONG 8 TOA PAYOH MARKET & FOOD CENTRE,210,LORONG 8 TOA PAYOH,BLK 210 LORONG 8 TOA PAYOH MARKET & FOOD CENTRE,210 LORONG 8 TOA PAYOH BLK 210 LORONG 8 TOA PAYOH MARKET & FOOD CENTRE SINGAPORE 310210,310210,30398.7267572442,35819.8037894741,1.34021600857625,103.85487256444,103.85487256444,Blk 210 Toa Payoh Lorong 8
2,MARKET & HAWKER CENTRE (BLK 210 TOA PAYOH LORONG 8 ),210,LORONG 8 TOA PAYOH,MARKET & HAWKER CENTRE (BLK 210 TOA PAYOH LORONG 8 ),210 LORONG 8 TOA PAYOH MARKET & HAWKER CENTRE (BLK 210 TOA PAYOH LORONG 8 ) SINGAPORE 310210,310210,30338.771753489,35823.7928675842,1.34025208908831,103.854333833433,103.854333833433,Blk 210 Toa Payoh Lorong 8
0,MARKET & HAWKER CENTRE (BLK 538 BEDOK NORTH STREET 3),538,BEDOK NORTH STREET 3,MARKET & HAWKER CENTRE (BLK 538 BEDOK NORTH STREET 3),538 BEDOK NORTH STREET 3 MARKET & HAWKER CENTRE (BLK 538 BEDOK NORTH STREET 3) SINGAPORE 460538,460538,38161.0500670448,34918.9363977704,1.3320672771228,103.924621314971,103.924621314971,Blk 538 Bedok North Street 3
0,HAWKER CENTRE (BLK 75 TOA PAYOH LORONG 5),75,LORONG 5 TOA PAYOH,HAWKER CENTRE (BLK 75 TOA PAYOH LORONG 5),75 LORONG 5 TOA PAYOH HAWKER CENTRE (BLK 75 TOA PAYOH LORONG 5) SINGAPORE 310075,310075,30185.5474107722,35355.9137047604,1.336020767662,103.852956988062,103.852956988062,Blk 75 Toa Payoh Lorong 5
0,ALBERT CENTRE MARKET & FOOD CENTRE,270,QUEEN STREET,ALBERT CENTRE MARKET & FOOD CENTRE,270 QUEEN STREET ALBERT CENTRE MARKET & FOOD CENTRE SINGAPORE 180270,180270,30325.2105163326,31483.6634436883,1.30100149635856,103.854211650138,103.854211650138,Albert Centre Market & Food Centre
0,MARKET & HAWKER CENTRE (BLKS 2 & 3 CHANGI VILLAGE ROAD),3,CHANGI VILLAGE ROAD,MARKET & HAWKER CENTRE (BLKS 2 & 3 CHANGI VILLAGE ROAD),3 CHANGI VILLAGE ROAD MARKET & HAWKER CENTRE (BLKS 2 & 3 CHANGI VILLAGE ROAD) SINGAPORE 500003,500003,45224.2667044876,41287.4388223831,1.38965834308064,103.988091826679,103.988091826679,Blks 2 & 3 Changi Village Road
1,MARKET & HAWKER CENTRE (BLKS 2 & 3 CHANGI VILLAGE ROAD),2,CHANGI VILLAGE ROAD,MARKET & HAWKER CENTRE (BLKS 2 & 3 CHANGI VILLAGE ROAD),2 CHANGI VILLAGE ROAD MARKET & HAWKER CENTRE (BLKS 2 & 3 CHANGI VILLAGE ROAD) SINGAPORE 500002,500002,45241.3429928618,41231.413480686,1.38915166172556,103.988245236848,103.988245236848,Blks 2 & 3 Changi Village Road
0,MARKET & HAWKER CENTRE (BLK 353 CLEMENTI AVE 2),353,CLEMENTI AVENUE 2,MARKET & HAWKER CENTRE (BLK 353 CLEMENTI AVE 2),353 CLEMENTI AVENUE 2 MARKET & HAWKER CENTRE (BLK 353 CLEMENTI AVE 2) SINGAPORE 120353,120353,21055.5871404577,32962.9760067426,1.31437917978956,103.770919561136,103.770919561136,Blk 353 Clementi Ave 2
0,MARKET & HAWKER CENTRE (BLKS 20/21 MARSILING LANE),21,MARSILING LANE,MARKET & HAWKER CENTRE (BLKS 20/21 MARSILING LANE),21 MARSILING LANE MARKET & HAWKER CENTRE (BLKS 20/21 MARSILING LANE) SINGAPORE 730021,730021,21756.0331105599,47277.1630374882,1.44383165244262,103.777210383669,103.777210383669,Blks 20/21 Marsiling Lane
1,MARKET & HAWKER CENTRE (BLKS 20/21 MARSILING LANE),20,MARSILING LANE,MARKET & HAWKER CENTRE (BLKS 20/21 MARSILING LANE),20 MARSILING LANE MARKET & HAWKER CENTRE (BLKS 20/21 MARSILING LANE) SINGAPORE 730020,730020,21731.448667217,47234.3175260853,1.44344416787521,103.776989477833,103.776989477833,Blks 20/21 Marsiling Lane
0,MARKET & HAWKER CENTRE (BLK 117 ALJUNIED AVE 2),117,ALJUNIED AVENUE 2,MARKET & HAWKER CENTRE (BLK 117 ALJUNIED AVE 2),117 ALJUNIED AVENUE 2 MARKET & HAWKER CENTRE (BLK 117 ALJUNIED AVE 2) SINGAPORE 380117,380117,33976.8991302401,33655.9472074602,1.32064636781982,103.88702414,103.88702414,Blk 117 Aljunied Ave 2
0,MARKET & HAWKER CENTRE (BLK 448 CLEMENTI AVENUE 3),448,CLEMENTI AVENUE 3,MARKET & HAWKER CENTRE (BLK 448 CLEMENTI AVENUE 3),448 CLEMENTI AVENUE 3 MARKET & HAWKER CENTRE (BLK 448 CLEMENTI AVENUE 3) SINGAPORE 120448,120448,20343.061339126,32845.8420576267,1.31331969319644,103.764517192874,103.764517192874,Blk 448 Clementi Ave 3
0,HAWKER CENTRE (BLKS 79/79A CIRCUIT ROAD),79A,CIRCUIT ROAD,HAWKER CENTRE (BLKS 79/79A CIRCUIT ROAD),79A CIRCUIT ROAD HAWKER CENTRE (BLKS 79/79A CIRCUIT ROAD) SINGAPORE 371079,371079,33742.6925852122,34193.3920339625,1.32550687163075,103.884919772828,103.884919772828,Blks 79/79A Circuit Road
1,HAWKER CENTRE (BLKS 79/79A CIRCUIT ROAD),79,CIRCUIT ROAD,HAWKER CENTRE (BLKS 79/79A CIRCUIT ROAD),79 CIRCUIT ROAD HAWKER CENTRE (BLKS 79/79A CIRCUIT ROAD) SINGAPORE 370079,370079,33757.4374216041,34313.9406353924,1.3265970672963,103.885052285736,103.885052285736,Blks 79/79A Circuit Road
0,COMMONWEALTH CRESCENT MARKET,31,COMMONWEALTH CRESCENT,COMMONWEALTH CRESCENT MARKET,31 COMMONWEALTH CRESCENT COMMONWEALTH CRESCENT MARKET SINGAPORE 149644,149644,24332.8247768823,32135.9186672661,1.30690013206335,103.800367271218,103.800367271218,Commonwealth Crescent Market
0,TIONG BAHRU MARKET,30,SENG POH ROAD,TIONG BAHRU MARKET,30 SENG POH ROAD TIONG BAHRU MARKET SINGAPORE 168898,168898,27873.4577370929,29690.5834875423,1.28478559810371,103.832181546885,103.832181546885,Tiong Bahru Market
0,MARKET & HAWKER CENTRE (BLK 409 ANG MO KIO AVE 10),409,ANG MO KIO AVENUE 10,MARKET & HAWKER CENTRE (BLK 409 ANG MO KIO AVE 10),409 ANG MO KIO AVENUE 10 MARKET & HAWKER CENTRE (BLK 409 ANG MO KIO AVE 10) SINGAPORE 560409,560409,30444.9709697347,38300.8947805073,1.36265410749321,103.855288297631,103.855288297631,Blk 409 Ang Mo Kio Ave 10
0,BUKIT TIMAH MARKET,51,UPPER BUKIT TIMAH ROAD,BUKIT TIMAH MARKET,51 UPPER BUKIT TIMAH ROAD BUKIT TIMAH MARKET SINGAPORE 588215,588215,21621.868910674,35735.4350840729,1.33945242854685,103.776007306701,103.776007306701,Bukit Timah Market
0,MARKET & HAWKER CENTRE (BLK 216 BEDOK NORTH STREET 1),216,BEDOK NORTH STREET 1,MARKET & HAWKER CENTRE (BLK 216 BEDOK NORTH STREET 1),216 BEDOK NORTH STREET 1 MARKET & HAWKER CENTRE (BLK 216 BEDOK NORTH STREET 1) SINGAPORE 460216,460216,39117.7922474965,34365.5968239084,1.32706274205746,103.933217970746,103.933217970746,Blk 216 Bedok North Street 1
0,SERANGOON GARDEN MARKET,49A,SERANGOON GARDEN WAY,SERANGOON GARDEN MARKET,49A SERANGOON GARDEN WAY SERANGOON GARDEN MARKET SINGAPORE 555945,555945,31717.7350540459,38348.5565334801,1.36308501111104,103.866724949118,103.866724949118,Serangoon Garden Market
0,TAMAN JURONG MARKET & FOOD CENTRE,3,YUNG SHENG ROAD,TAMAN JURONG MARKET & FOOD CENTRE,3 YUNG SHENG ROAD TAMAN JURONG MARKET & FOOD CENTRE SINGAPORE 618499,618499,15565.0852814792,35212.4731548335,1.3347210661928,103.721583797451,103.721583797451,Taman Jurong Market & Food Centre
0,HAWKER CENTRE (BLK 208B NEW UPPER CHANGI ROAD),208B,NEW UPPER CHANGI ROAD,HAWKER CENTRE (BLK 208B NEW UPPER CHANGI ROAD),208B NEW UPPER CHANGI ROAD HAWKER CENTRE (BLK 208B NEW UPPER CHANGI ROAD) SINGAPORE 462208,462208,38823.1433841754,34113.4328592326,1.32478236985627,103.930570304559,103.930570304559,Blk 208B New Upper Changi Road
0,CHONG PANG MARKET & FOOD CENTRE,104,YISHUN RING ROAD,CHONG PANG MARKET & FOOD CENTRE,104 YISHUN RING ROAD CHONG PANG MARKET & FOOD CENTRE SINGAPORE 760104,760104,27467.956893337,45907.7369969934,1.43144775158984,103.828537671885,103.828537671885,Chong Pang Market & Food Centre
1,CHONG PANG MARKET & FOOD CENTRE,105,YISHUN RING ROAD,CHONG PANG MARKET & FOOD CENTRE,105 YISHUN RING ROAD CHONG PANG MARKET & FOOD CENTRE SINGAPORE 760105,760105,27420.8372399528,45937.6603494491,1.43171836662838,103.828114256975,103.828114256975,Chong Pang Market & Food Centre
0,BEO CRESCENT MARKET,38A,BEO CRESCENT,BEO CRESCENT MARKET,38A BEO CRESCENT BEO CRESCENT MARKET SINGAPORE 169982,169982,27336.1809281698,30137.891893005,1.28883089150258,103.827353892228,103.827353892228,Beo Crescent Market
0,AMOY STREET FOOD CENTRE,7,MAXWELL ROAD,AMOY STREET FOOD CENTRE,7 MAXWELL ROAD AMOY STREET FOOD CENTRE SINGAPORE 069111,069111,29483.955767219,29088.4261356071,1.2793398636571,103.846652482254,103.846652482254,Amoy Street Food Centre
0,MARKET & HAWKER CENTRE (BLK 20 GHIM MOH ROAD),20,GHIM MOH ROAD,MARKET & HAWKER CENTRE (BLK 20 GHIM MOH ROAD),20 GHIM MOH ROAD MARKET & HAWKER CENTRE (BLK 20 GHIM MOH ROAD) SINGAPORE 270020,270020,22982.1009905785,32588.9097050633,1.31099663218896,103.78823030662,103.78823030662,Blk 20 Ghim Moh Road
0,MARKET & HAWKER CENTRE (BLK 89 CIRCUIT ROAD),89,CIRCUIT ROAD,MARKET & HAWKER CENTRE (BLK 89 CIRCUIT ROAD),89 CIRCUIT ROAD MARKET & HAWKER CENTRE (BLK 89 CIRCUIT ROAD) SINGAPORE 370089,370089,33800.4642987661,33980.2979524005,1.32357971400582,103.885438842474,103.885438842474,Blk 89 Circuit Road
0,NEWTON FOOD CENTRE,500,CLEMENCEAU AVENUE NORTH,NEWTON FOOD CENTRE,500 CLEMENCEAU AVENUE NORTH NEWTON FOOD CENTRE SINGAPORE 229495,229495,28695.6935986374,32690.4712911118,1.31191552031274,103.839569728721,103.839569728721,Newton Food Centre
0,BERSEH FOOD CENTRE,166,JALAN BESAR,BERSEH FOOD CENTRE,166 JALAN BESAR BERSEH FOOD CENTRE SINGAPORE 208877,208877,30623.1448179465,32184.9996254593,1.30734410946371,103.856888783769,103.856888783769,Berseh Food Centre
